CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
74838J10,2023.0,2.0,,,74838J10,QUIDEL CORP,Quidel Corporation,high,transcripts_by_company/Quidel_Corporation_2023Q2.txt,2020-06-10,2020-07-30,1.86,2020-07-30,high,74838J10_2023_2,
71404610,2011.0,1.0,0.34,0.35,71404610,PERKINELMER INC,PerkinElmer,high,transcripts_by_company/PerkinElmer_2011Q1.txt,2011-01-11,2011-02-03,1.44,2011-02-03,high,71404610_2011_1,0.0155555555555555
06424J10,2019.0,1.0,0.21,0.25,06424J10,BANK OF COMMERCE HOLDINGS,Canadian Imperial Bank of Commerce,high,transcripts_by_company/Canadian_Imperial_Bank_of_Commerce_2019Q1.txt,2019-01-08,2019-01-18,0.87,2019-01-18,high,06424J10_2019_1,0.0
40425110,2017.0,2.0,0.42,0.71,40425110,HNI CORP,HNI Corporation,high,transcripts_by_company/HNI_Corporation_2017Q2.txt,2017-04-20,2017-04-19,0.26,2017-04-19,high,40425110_2017_2,0.054
92528410,2004.0,2.0,-0.09,,92528410,VERSANT CORPORATION,Versant,high,transcripts_by_company/Versant_2004Q2.txt,2004-06-09,2004-06-09,-0.09,2004-06-09,high,92528410_2004_2,
G2735810,2018.0,1.0,0.24,0.21,G2735810,DESPEGAR.COM CORP,"Despegar.com, Corp.",high,transcripts_by_company/DespegarcomCorp_2018Q1.txt,2018-03-08,2018-03-08,0.65,2018-03-08,high,G2735810_2018_1,0.0271428571428571
76118Y10,2022.0,4.0,0.49,0.6,76118Y10,RESIDEO TECHNOLOGIES INC,"Resideo Technologies, Inc.",high,transcripts_by_company/Resideo_Technologies_Inc_2022Q4.txt,2022-11-01,2022-11-01,0.42,2022-11-01,high,76118Y10_2022_4,0.0777777777777777
44949L10,2017.0,3.0,0.07,0.14,44949L10,IEC ELECTRONICS CORP,IEC Electronics Corp.,high,transcripts_by_company/IEC_Electronics_Corp_2017Q3.txt,2017-08-09,2017-08-09,0.08,2017-08-09,high,44949L10_2017_3,0.03
78572M10,2011.0,2.0,,,78572M10,SABMILLER PLC,SABMiller PLC,high,transcripts_by_company/SABMiller_PLC_2011Q2.txt,2011-05-03,2011-05-19,1.52,2011-05-19,high,78572M10_2011_2,
12485720,2017.0,2.0,1.04,1.06,12485720,CBS CORP,CBS Corporation,high,transcripts_by_company/CBS_Corporation_2017Q2.txt,2017-05-04,2017-05-04,1.06,2017-05-04,high,12485720_2017_2,0.0488888888888888
30390110,2011.0,3.0,46.73,9.35,30390110,FAIRFAX FINANCIAL HOLDINGS LTD,Fairfax Financial Holdings Ltd,high,transcripts_by_company/Fairfax_Financial_Holdings_Ltd_2011Q3.txt,2011-07-29,2011-07-28,3.4,2011-07-28,high,30390110_2011_3,
70066610,2006.0,3.0,0.33,0.41,70066610,PARK-OHIO HOLDINGS CORP,Park-Ohio Holdings Corp.,high,transcripts_by_company/Park-Ohio_Holdings_Corp_2006Q3.txt,2006-08-01,2006-10-30,0.33,2006-10-30,high,70066610_2006_3,
33939J30,2021.0,4.0,0.0,0.09,33939J30,FLEXSHOPPER INC,"FlexShopper, Inc.",high,transcripts_by_company/FlexShopper_Inc_2021Q4.txt,2021-11-16,2021-11-15,0.05,2021-11-15,high,33939J30_2021_4,0.0472727272727272
96332010,2009.0,4.0,1.24,1.14,96332010,WHIRLPOOL CORP,Whirlpool Corporation,high,transcripts_by_company/Whirlpool_Corporation_2009Q4.txt,2009-10-23,2009-10-23,1.15,2009-10-23,high,96332010_2009_4,0.2888888888888889
02535310,2011.0,2.0,0.28,0.31,02535310,AMERICAN DENTAL PARTNERS INC,"American Dental Partners, Inc.",high,transcripts_by_company/American_Dental_Partners_Inc_2011Q2.txt,2011-04-28,2011-04-27,0.34,2011-04-27,high,02535310_2011_2,0.0322222222222222
52490110,2007.0,3.0,1.23,1.33,52490110,LEGG MASON INC,Legg Mason,high,transcripts_by_company/Legg_Mason_2007Q3.txt,2007-07-24,2007-07-24,1.32,2007-07-24,high,52490110_2007_3,0.0344444444444444
58551A10,2007.0,1.0,0.58,0.58,58551A10,MELLON FINANCIAL CORP,Mellon Financial Corporation,high,transcripts_by_company/Mellon_Financial_Corporation_2007Q1.txt,2007-01-17,2007-01-17,2.21,2007-01-17,high,58551A10_2007_1,0.02
88162G10,2023.0,1.0,1.17,1.08,88162G10,TETRA TECH INC,Terra Tech Corp.,high,transcripts_by_company/Terra_Tech_Corp_2023Q1.txt,2021-03-30,2021-04-28,0.83,2021-04-28,high,88162G10_2023_1,0.0411111111111111
M2682V10,2016.0,4.0,0.41,0.27,M2682V10,CYBERARK SOFTWARE LTD,CyberArk,high,transcripts_by_company/CyberArk_2016Q4.txt,2016-11-29,2016-11-03,0.33,2016-11-03,high,M2682V10_2016_4,0.0133333333333333
76133010,2017.0,4.0,-1.14,-0.95,76133010,REVANCE THERAPEUTICS INC,"Revance Therapeutics, Inc.",high,transcripts_by_company/Revance_Therapeutics_Inc_2017Q4.txt,2017-11-02,2017-11-02,-1.01,2017-11-02,high,76133010_2017_4,0.06
35849710,2006.0,3.0,0.24,,35849710,FRIENDLY ICE CREAM CORPORATION,Friendly's Ice Cream,high,transcripts_by_company/Friendlys_Ice_Cream_2006Q3.txt,2006-08-08,2006-08-07,0.5,2006-08-07,high,35849710_2006_3,
7591EP10,2014.0,2.0,0.21,0.21,7591EP10,REGIONS FINANCIAL CORP,Regions Financial Corporation,high,transcripts_by_company/Regions_Financial_Corporation_2014Q2.txt,2014-04-22,2014-04-22,0.22,2014-04-22,high,7591EP10_2014_2,0.01
58013510,2008.0,4.0,0.87,0.82,58013510,MCDONALD'S CORP,McDonald's Corporation,high,transcripts_by_company/McDonalds_Corporation_2008Q4.txt,2008-10-22,2008-10-22,1.05,2008-10-22,high,58013510_2008_4,0.02
87101310,2005.0,1.0,,,87101310,SWISSCOM AG,Swisscom AG,high,transcripts_by_company/Swisscom_AG_2005Q1.txt,2005-03-10,2005-05-15,,2005-05-15,high,87101310_2005_1,
49726610,2015.0,2.0,1.04,1.27,49726610,KIRBY CORP,Kirby Corporation,high,transcripts_by_company/Kirby_Corporation_2015Q2.txt,2015-04-30,2015-04-29,1.09,2015-04-29,high,49726610_2015_2,0.0622222222222222
86101210,2011.0,2.0,0.14,0.17,86101210,STMICROELECTRONICS NV,STMicroelectronics N.V.,high,transcripts_by_company/STMicroelectronics_NV_2011Q2.txt,2011-05-19,2011-07-25,0.14,2011-07-25,high,86101210_2011_2,0.0488888888888889
92276F10,2015.0,3.0,0.07,0.41,92276F10,VENTAS INC,Ventas Inc.,high,transcripts_by_company/Ventas_Inc_2015Q3.txt,2015-07-24,2015-07-24,0.45,2015-07-24,high,92276F10_2015_3,0.0685714285714285
00764L10,2006.0,1.0,-0.25,-0.28,00764L10,ADVANCIS PHARMACEUTICAL CORP,Advancis Pharmaceutical Corp.,high,transcripts_by_company/Advancis_Pharmaceutical_Corp_2006Q1.txt,2006-02-09,2006-02-09,-1.2,2006-02-09,high,00764L10_2006_1,0.02
75508B10,2021.0,3.0,-0.21,0.01,75508B10,RAYONIER ADVANCED MATERIALS INC,Rayonier Inc.,high,transcripts_by_company/Rayonier_Inc_2021Q3.txt,2021-08-05,2021-08-03,0.14,2021-08-03,high,75508B10_2021_3,0.1275
29101110,2012.0,1.0,0.74,0.84,29101110,EMERSON ELECTRIC CO,Emerson Electric Co.,high,transcripts_by_company/Emerson_Electric_Co_2012Q1.txt,2012-02-14,2012-02-07,0.5,2012-02-07,high,29101110_2012_1,0.0388888888888888
36868210,2008.0,1.0,0.06,0.04,36868210,GENCORP INC,GenCorp Inc.,high,transcripts_by_company/GenCorp_Inc_2008Q1.txt,2008-03-26,2008-03-26,0.06,2008-03-26,high,36868210_2008_1,
87612G10,2018.0,1.0,-0.03,0.0,87612G10,TARGA RESOURCES CORP,Targa Resources Corp.,high,transcripts_by_company/Targa_Resources_Corp_2018Q1.txt,2018-02-15,2018-02-15,-1.61,2018-02-15,high,87612G10_2018_1,0.0811111111111111
67069D10,2007.0,2.0,0.96,0.78,67069D10,"NUTRI/SYSTEM, INC.","NutriSystem, Inc.",high,transcripts_by_company/NutriSystem_Inc_2007Q2.txt,2007-04-25,2007-04-25,1.04,2007-04-25,high,67069D10_2007_2,0.0477777777777777
74968510,2018.0,4.0,0.52,0.75,74968510,RPM INTERNATIONAL INC,RPM International Inc.,high,transcripts_by_company/RPM_International_Inc_2018Q4.txt,2018-10-03,2018-10-03,0.76,2018-10-03,high,74968510_2018_4,0.0466666666666666
3495531X,2018.0,4.0,0.56,0.66,3495531X,FORTIS INC,Fortis Healthcare Limited,high,transcripts_by_company/Fortis_Healthcare_Limited_2018Q4.txt,2018-11-05,2018-11-02,0.65,2018-11-02,high,3495531X_2018_4,0.022
24522P10,2003.0,1.0,,0.25,24522P10,DEL MONTE FOODS CO,Del Monte Foods,high,transcripts_by_company/Del_Monte_Foods_2003Q1.txt,2003-03-11,2003-03-11,0.26,2003-03-11,high,24522P10_2003_1,0.0266666666666666
75091710,2010.0,4.0,0.29,-0.1,75091710,RAMBUS INC,Rambus Inc.,high,transcripts_by_company/Rambus_Inc_2010Q4.txt,2010-10-21,2010-10-21,-0.18,2010-10-21,high,75091710_2010_4,0.08
68401U10,2017.0,2.0,,,68401U10,OPTIMIZERX CORP,OptimizeRx Corporation,high,transcripts_by_company/OptimizeRx_Corporation_2017Q2.txt,2017-05-03,2017-05-03,,2017-05-03,high,68401U10_2017_2,
36165220,2013.0,2.0,0.06,0.06,36165220,GFI GROUP INC,GFI Group Inc.,high,transcripts_by_company/GFI_Group_Inc_2013Q2.txt,2013-04-26,2013-04-25,0.06,2013-04-25,high,36165220_2013_2,0.0111111111111111
50075N10,2007.0,4.0,0.44,0.47,50075N10,"KRAFT FOODS, INC.",Kraft Foods,high,transcripts_by_company/Kraft_Foods_2007Q4.txt,2007-10-31,2007-10-31,0.44,2007-10-31,high,50075N10_2007_4,0.018
95081010,2018.0,2.0,0.71,0.72,95081010,"WESBANCO, INC.","WesBanco, Inc.",high,transcripts_by_company/WesBanco_Inc_2018Q2.txt,2018-04-18,2018-04-17,0.76,2018-04-17,high,95081010_2018_2,0.038
G8107510,2018.0,1.0,0.25,0.27,G8107510,SHIP FINANCE INTERNATIONAL LTD,Ship Finance International Limited,high,transcripts_by_company/Ship_Finance_International_Limited_2018Q1.txt,2018-02-27,2018-02-27,1.02,2018-02-27,high,G8107510_2018_1,0.03625
54634710,2014.0,2.0,-0.03,0.39,54634710,LOUISIANA-PACIFIC CORP,Louisiana-Pacific Corporation,high,transcripts_by_company/Louisiana-Pacific_Corporation_2014Q2.txt,2014-05-08,2014-05-08,-0.05,2014-05-08,high,54634710_2014_2,0.07
12634H10,2016.0,4.0,0.0,0.16,12634H10,CPI CARD GROUP INC,CPI Card Group Inc,high,transcripts_by_company/CPI_Card_Group_Inc_2016Q4.txt,2016-11-09,2016-11-09,0.11,2016-11-09,high,12634H10_2016_4,0.0289999999999999
16515910,2006.0,3.0,0.13,0.07,16515910,CHESAPEAKE CORP,Chesapeake Energy,high,transcripts_by_company/Chesapeake_Energy_2006Q3.txt,2006-09-05,2006-11-02,0.13,2006-11-02,high,16515910_2006_3,0.0455555555555555
64052210,2004.0,2.0,-0.47,-0.57,64052210,NEOSE TECHNOLOGIES INC,"Neose Technologies, Inc.",high,transcripts_by_company/Neose_Technologies_Inc_2004Q2.txt,2004-04-20,2004-04-28,-0.48,2004-04-28,high,64052210_2004_2,0.035
29272B10,2019.0,1.0,-0.02,0.0,29272B10,ENDURANCE INTERNATIONAL GROUP HO,"Endurance International Group Holdings, Inc.",high,transcripts_by_company/Endurance_International_Group_Holdings_Inc_2019Q1.txt,2019-02-07,2019-02-07,0.03,2019-02-07,high,29272B10_2019_1,0.015
65342V10,2022.0,2.0,0.56,0.64,65342V10,NEXPOINT REAL ESTATE FINANCE INC,"NexPoint Real Estate Finance, Inc.",high,transcripts_by_company/NexPoint_Real_Estate_Finance_Inc_2022Q2.txt,2022-04-28,2022-04-28,1.23,2022-04-28,high,65342V10_2022_2,0.0344444444444444
66613510,2006.0,2.0,-0.31,-0.27,66613510,NORTHFIELD LABORATORIES INC,Northfield Laboratories,high,transcripts_by_company/Northfield_Laboratories_2006Q2.txt,2006-04-11,2006-04-10,-0.24,2006-04-10,high,66613510_2006_2,0.0485714285714285
55024U10,2022.0,4.0,1.52,1.81,55024U10,LUMENTUM HOLDINGS INC,Lumentum Holdings Inc.,high,transcripts_by_company/Lumentum_Holdings_Inc_2022Q4.txt,2021-11-04,2021-11-04,1.79,2021-11-04,high,55024U10_2022_4,0.0777777777777777
90011120,2009.0,2.0,0.28,0.28,90011120,TURKCELL ILETISIM HIZMETLERI AS,Turkcell Iletisim Hizmetleri A.S.,high,transcripts_by_company/Turkcell_Iletisim_Hizmetleri_AS_2009Q2.txt,2009-05-14,2009-06-20,0.39,2009-06-20,high,90011120_2009_2,0.025
19851610,2013.0,2.0,-0.21,-0.2,19851610,COLUMBIA SPORTSWEAR CO,Columbia Sportswear Company,high,transcripts_by_company/Columbia_Sportswear_Company_2013Q2.txt,2013-04-25,2013-04-25,0.29,2013-04-25,high,19851610_2013_2,0.04
63936L10,2005.0,4.0,0.29,0.28,63936L10,NAVTEQ CORPORATION,NAVTEQ Corp.,high,transcripts_by_company/NAVTEQ_Corp_2005Q4.txt,2005-10-19,2005-10-19,0.22,2005-10-19,high,63936L10_2005_4,0.0188888888888888
80306920,2008.0,1.0,0.66,0.26,80306920,SAPPI LTD,Sappi Limited,high,transcripts_by_company/Sappi_Limited_2008Q1.txt,2008-01-31,2008-01-31,0.19,2008-01-31,high,80306920_2008_1,0.0333333333333333
44930K10,2010.0,4.0,,-0.03,44930K10,ICO GLOBAL COMMUNICATIONS HLDGS,FICO,high,transcripts_by_company/FICO_2010Q4.txt,2010-11-03,2010-11-04,,2010-11-04,high,44930K10_2010_4,
00845V10,2002.0,2.0,-0.12,-0.13,00845V10,AGERE SYSTEMS INC,Agere Systems,high,transcripts_by_company/Agere_Systems_2002Q2.txt,2002-06-17,2002-07-24,-0.12,2002-07-24,high,00845V10_2002_2,0.02
03823U10,2018.0,4.0,-0.02,0.69,03823U10,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics, Inc.",high,transcripts_by_company/Applied_Optoelectronics_Inc_2018Q4.txt,2018-11-07,2018-11-07,0.14,2018-11-07,high,03823U10_2018_4,0.121
22966310,2019.0,1.0,0.19,0.19,22966310,CUBESMART,CubeSmart,high,transcripts_by_company/CubeSmart_2019Q1.txt,2019-02-22,2019-02-21,0.83,2019-02-21,high,22966310_2019_1,0.01
00971T10,2010.0,4.0,0.4,0.38,00971T10,AKAMAI TECHNOLOGIES INC,Akamai Technologies Inc.,high,transcripts_by_company/Akamai_Technologies_Inc_2010Q4.txt,2010-10-27,2010-10-27,0.34,2010-10-27,high,00971T10_2010_4,0.0166666666666666
69840W10,2014.0,1.0,1.55,1.83,69840W10,PANERA BREAD CO,Panera Bread Company,high,transcripts_by_company/Panera_Bread_Company_2014Q1.txt,2014-03-25,2014-04-29,1.55,2014-04-29,high,69840W10_2014_1,0.0455555555555555
30212P30,2015.0,2.0,0.89,1.12,30212P30,EXPEDIA GROUP INC,Expedia Inc,high,transcripts_by_company/Expedia_Inc_2015Q2.txt,2015-04-30,2015-04-30,-0.03,2015-04-30,high,30212P30_2015_2,0.1044444444444444
26746E10,2003.0,3.0,-0.25,-0.16,26746E10,DYAX CORP,Dyax Corporation,high,transcripts_by_company/Dyax_Corporation_2003Q3.txt,2003-07-30,2003-07-30,-0.25,2003-07-30,high,26746E10_2003_3,0.0385714285714285
92345Y10,2022.0,1.0,1.34,1.4,92345Y10,VERISK ANALYTICS INC,"Verisk Analytics, Inc.",high,transcripts_by_company/Verisk_Analytics_Inc_2022Q1.txt,2022-02-23,2022-02-22,5.31,2022-02-22,high,92345Y10_2022_1,0.0433333333333333
69404D10,2015.0,1.0,-0.27,-0.26,69404D10,PACIFIC BIOSCIENCES OF CALIFORNI,Pacific Biosciences of California,high,transcripts_by_company/Pacific_Biosciences_of_California_2015Q1.txt,2015-02-03,2015-02-03,-0.94,2015-02-03,high,69404D10_2015_1,0.01
80067710,2015.0,1.0,-0.09,-0.12,80067710,SANGAMO BIOSCIENCES INC,Sangamo BioSciences,high,transcripts_by_company/Sangamo_BioSciences_2015Q1.txt,2015-02-10,2015-02-10,-0.39,2015-02-10,high,80067710_2015_1,0.05125
M2196U10,2009.0,1.0,3.51,0.68,M2196U10,CELLCOM ISRAEL LTD,Cellcom Israel Ltd.,high,transcripts_by_company/Cellcom_Israel_Ltd_2009Q1.txt,2009-03-02,2009-03-02,2.61,2009-03-02,high,M2196U10_2009_1,0.0566666666666666
46631310,2011.0,3.0,0.62,0.59,46631310,JABIL CIRCUIT INC,"Jabil Circuit, Inc.",high,transcripts_by_company/Jabil_Circuit_Inc_2011Q3.txt,2011-09-06,2011-09-27,2.34,2011-09-27,high,46631310_2011_3,0.0233333333333333
00430H10,2022.0,2.0,-0.23,-0.29,00430H10,ACCELERATE DIAGNOSTICS INC,"Accelerate Diagnostics, Inc.",high,transcripts_by_company/Accelerate_Diagnostics_Inc_2022Q2.txt,2022-05-16,2022-05-16,-0.21,2022-05-16,high,00430H10_2022_2,0.0285714285714285
75086X10,2006.0,1.0,,0.04,75086X10,RAINDANCE COMMUNICATIONS,Raindance Communications,high,transcripts_by_company/Raindance_Communications_2006Q1.txt,2006-02-15,2006-02-15,0.07,2006-02-15,high,75086X10_2006_1,0.01
42225P10,2014.0,2.0,0.01,0.04,42225P10,HEALTHCARE TRUST OF AMERICA INC,"Healthcare Trust of America, Inc.",high,transcripts_by_company/Healthcare_Trust_of_America_Inc_2014Q2.txt,2014-04-30,2014-04-29,0.02,2014-04-29,high,42225P10_2014_2,0.005
53932010,2004.0,2.0,0.46,0.44,53932010,LIZ CLAIBORNE INC,"Liz Claiborne, Inc.",high,transcripts_by_company/Liz_Claiborne_Inc_2004Q2.txt,2004-05-20,2004-07-29,0.46,2004-07-29,high,53932010_2004_2,0.0088888888888888
45885A30,2009.0,3.0,-0.02,0.01,45885A30,INTERNAP CORP,Internap Network Services Corporation,high,transcripts_by_company/Internap_Network_Services_Corporation_2009Q3.txt,2009-08-05,2009-08-05,-0.03,2009-08-05,high,45885A30_2009_3,0.0275
74432010,2010.0,2.0,0.91,1.38,74432010,PRUDENTIAL FINANCIAL INC,"Prudential Financial, Inc.",high,transcripts_by_company/Prudential_Financial_Inc_2010Q2.txt,2010-05-06,2010-05-05,1.46,2010-05-05,high,74432010_2010_2,0.0322222222222222
G8766E10,2021.0,1.0,1.16,0.27,G8766E10,TEXTAINER GROUP HOLDINGS LTD,Textainer Group Holdings Limited,high,transcripts_by_company/Textainer_Group_Holdings_Limited_2021Q1.txt,2021-02-17,2021-02-17,1.63,2021-02-17,high,G8766E10_2021_1,0.078
26843B10,2009.0,2.0,0.04,0.04,26843B10,EFJOHNSON TECHNOLOGIES INC,"EFJohnson Technologies, Inc.",high,transcripts_by_company/EFJohnson_Technologies_Inc_2009Q2.txt,2009-04-01,2009-05-06,-0.05,2009-05-06,high,26843B10_2009_2,
G7997810,2012.0,4.0,0.63,0.69,G7997810,SEACUBE CONTAINER LEASING LTD,SeaCube Container Leasing Ltd.,high,transcripts_by_company/SeaCube_Container_Leasing_Ltd_2012Q4.txt,2012-11-06,2012-11-05,0.63,2012-11-05,high,G7997810_2012_4,0.032
11777Q2X,2020.0,4.0,0.14,0.12,11777Q2X,B2GOLD CORP,B2Gold Corp.,high,transcripts_by_company/B2Gold_Corp_2020Q4.txt,2020-11-04,2020-11-03,0.15,2020-11-03,high,11777Q2X_2020_4,0.024
30214U10,2023.0,4.0,0.41,0.49,30214U10,EXPONENT INC,"Exponent, Inc.",high,transcripts_by_company/Exponent_Inc_2023Q4.txt,2023-10-26,2023-10-26,0.48,2023-10-26,high,30214U10_2023_4,0.0155555555555555
87416110,2011.0,3.0,-0.51,0.04,87416110,TALBOTS INC.,Talbots,high,transcripts_by_company/Talbots_2011Q3.txt,2011-09-07,2011-09-07,-0.51,2011-09-07,high,87416110_2011_3,0.0644444444444444
08442310,2003.0,1.0,1.1,0.8,08442310,WR BERKLEY CORP,WR Berkley,high,transcripts_by_company/WR_Berkley_2003Q1.txt,2003-02-11,2003-02-10,3.04,2003-02-10,high,08442310_2003_1,0.1133333333333333
Y8120Z10,2017.0,2.0,0.01,,Y8120Z10,SINGAPORE POST LTD,Singapore Post Limited,high,transcripts_by_company/Singapore_Post_Limited_2017Q2.txt,2017-05-12,2017-05-12,0.029,2017-05-12,high,Y8120Z10_2017_2,
57669010,2014.0,3.0,0.51,0.55,57669010,MATERION CORP,Materion Corporation,high,transcripts_by_company/Materion_Corporation_2014Q3.txt,2014-07-24,2014-07-24,0.36,2014-07-24,high,57669010_2014_3,0.02625
49726610,2022.0,2.0,0.47,0.52,49726610,KIRBY CORP,Kirby Corporation,high,transcripts_by_company/Kirby_Corporation_2022Q2.txt,2022-04-28,2022-04-28,0.29,2022-04-28,high,49726610_2022_2,0.04
G9456A10,2020.0,2.0,-1.66,-0.01,G9456A10,GOLAR LNG LTD,Golar LNG Limited,high,transcripts_by_company/Golar_LNG_Limited_2020Q2.txt,2020-05-28,2020-05-28,-0.25,2020-05-28,high,G9456A10_2020_2,0.1775
48576U10,2015.0,3.0,-0.85,-0.75,48576U10,KARYOPHARM THERAPEUTICS INC,"Karyopharm Therapeutics, Inc.",high,transcripts_by_company/Karyopharm_Therapeutics_Inc_2015Q3.txt,2015-08-10,2015-08-10,-0.92,2015-08-10,high,48576U10_2015_3,0.075
67069D10,2018.0,3.0,0.54,0.59,67069D10,"NUTRI/SYSTEM, INC.","Nutrisystem, Inc.",high,transcripts_by_company/Nutrisystem_Inc_2018Q3.txt,2018-07-30,2018-07-30,0.87,2018-07-30,high,67069D10_2018_3,0.025
57063L10,2014.0,2.0,-0.17,-0.22,57063L10,MARKETO INC,Marketo Inc,high,transcripts_by_company/Marketo_Inc_2014Q2.txt,2014-04-24,2014-04-24,-0.18,2014-04-24,high,57063L10_2014_2,0.0166666666666666
46071W2X,2023.0,1.0,,,46071W2X,INTERRENT REAL ESTATE INVESTMENT,InterRent Real Estate Investment Trust,high,transcripts_by_company/InterRent_Real_Estate_Investment_Trust_2023Q1.txt,2021-03-15,2021-03-15,1.12,2021-03-15,high,46071W2X_2023_1,
52472M10,2021.0,1.0,0.37,0.37,52472M10,LEGACY HOUSING CORP,Legacy Housing Corporation,high,transcripts_by_company/Legacy_Housing_Corporation_2021Q1.txt,2021-03-18,2021-03-16,1.52,2021-03-16,high,52472M10_2021_1,0.02
00767E10,2011.0,3.0,-0.48,-0.49,00767E10,AEGERION PHARMACEUTICALS INC,"Aegerion Pharmaceuticals, Inc.",high,transcripts_by_company/Aegerion_Pharmaceuticals_Inc_2011Q3.txt,2011-07-27,2011-07-27,-0.49,2011-07-27,high,00767E10_2011_3,0.1175
00095710,2007.0,2.0,0.27,0.23,00095710,ABM INDUSTRIES INC,ABM Industries,high,transcripts_by_company/ABM_Industries_2007Q2.txt,2007-06-06,2007-06-05,0.27,2007-06-05,high,00095710_2007_2,0.015
24507710,2013.0,2.0,0.2,0.2,24507710,DEL FRISCO'S RESTAURANT GROUP IN,"Del Frisco's Restaurant Group, Inc.",high,transcripts_by_company/Del_Friscos_Restaurant_Group_Inc_2013Q2.txt,2013-04-30,2013-04-30,0.21,2013-04-30,high,24507710_2013_2,0.0166666666666666
94262220,2014.0,1.0,0.48,0.47,94262220,WATSCO INC,Watsco Inc,high,transcripts_by_company/Watsco_Inc_2014Q1.txt,2014-02-13,2014-02-13,3.68,2014-02-13,high,94262220_2014_1,0.0477777777777777
20530610,2021.0,2.0,0.75,0.65,20530610,COMPUTER PROGRAMS AND SYSTEMS IN,"Computer Programs and Systems, Inc.",high,transcripts_by_company/Computer_Programs_and_Systems_Inc_2021Q2.txt,2021-05-11,2021-05-10,0.64,2021-05-10,high,20530610_2021_2,0.0688888888888888
72230410,2020.0,2.0,-0.06,0.33,72230410,PINDUODUO INC,Pinduoduo Inc.,high,transcripts_by_company/Pinduoduo_Inc_2020Q2.txt,2020-05-22,2020-05-22,-2.73,2020-05-22,high,72230410_2020_2,0.6711111111111111
21935010,2010.0,1.0,0.52,0.33,21935010,CORNING INC,Corning Incorporated,high,transcripts_by_company/Corning_Incorporated_2010Q1.txt,2010-02-05,2010-04-28,0.52,2010-04-28,high,21935010_2010_1,0.0322222222222222
21872L10,2021.0,3.0,0.28,-0.54,21872L10,COREPOINT LODGING INC,CorePoint Lodging Inc.,high,transcripts_by_company/CorePoint_Lodging_Inc_2021Q3.txt,2021-08-05,2021-08-05,0.48,2021-08-05,high,21872L10_2021_3,0.085
46272610,2013.0,2.0,0.21,0.13,46272610,IROBOT CORP,iRobot Corp.,high,transcripts_by_company/iRobot_Corp_2013Q2.txt,2013-04-24,2013-04-23,0.21,2013-04-23,high,46272610_2013_2,0.0544444444444444
63633D10,2015.0,3.0,0.89,0.89,63633D10,NATIONAL HEALTH INVESTORS INC,National Health Investors Inc.,high,transcripts_by_company/National_Health_Investors_Inc_2015Q3.txt,2015-08-06,2015-08-05,0.82,2015-08-05,high,63633D10_2015_3,0.0249999999999999
72925110,2013.0,2.0,0.28,0.32,72925110,PLUM CREEK TIMBER COMPANY INC,"Plum Creek Timber Company, Inc.",high,transcripts_by_company/Plum_Creek_Timber_Company_Inc_2013Q2.txt,2013-06-06,2013-07-29,0.28,2013-07-29,high,72925110_2013_2,0.04
25157Y20,2013.0,1.0,,,25157Y20,DEUTSCHE POST AG,Deutsche Post AG,high,transcripts_by_company/Deutsche_Post_AG_2013Q1.txt,2013-03-05,2013-03-05,1.7,2013-03-05,high,25157Y20_2013_1,
60855410,2009.0,1.0,-0.14,0.35,60855410,MOLEX INC,Molex Inc.,high,transcripts_by_company/Molex_Inc_2009Q1.txt,2009-01-27,2009-01-27,0.2,2009-01-27,high,60855410_2009_1,0.0411111111111111
15132H10,2012.0,4.0,,,15132H10,CENCOSUD SA,Cencosud SA,high,transcripts_by_company/Cencosud_SA_2012Q4.txt,2012-11-21,2012-11-19,,2012-11-19,high,15132H10_2012_4,
76672110,2007.0,4.0,0.45,0.44,76672110,RIMAGE CORP,Rimage Corporation,high,transcripts_by_company/Rimage_Corporation_2007Q4.txt,2007-10-18,2007-10-18,0.59,2007-10-18,high,76672110_2007_4,0.0266666666666666
